0,3.5530594320414135E-4,1.9297837947448078E-5,0.001248997285535756,7.959227510060421E-5,1.173821470380544E-4,1.9886326664523836E-5,9.327515681127408E-5,2.153105871124638E-4,6.567234738379955E-4,9.051974187064642E-5,8.289708182415823E-4,1.7277748799643787E-4,2.8789978277819644E-5,5.1404988448538214E-5,1.68281591082938E-5,1.806712483034505E-5,1.136530103011911E-5,4.231983495818083E-4,1.3351277101575698E-4,1.703847857171239E-5,0.001663482668191128,2.1695137563473577E-5,0.19172509146348815,1.8228687949690774E-5,8.8075754046025E-4,1.0048103279764624E-5,2.564247958658302E-5,0.7900577388318533,9.904516624889315E-5,0.010900025689153384
3,5.8560394541528376E-5,2.943133209147659E-5,4.895408026084429E-5,3.6550791453819556E-5,4.3505162679461365E-4,0.002202097105636442,0.39969829053368744,1.2883821810476498E-4,0.2830636065287074,5.6589120723127075E-5,2.988189682872541E-5,0.0012632148720927291,0.006396000464098413,3.7901587651412024E-5,3.703844480351745E-5,1.0745535368471187E-4,2.71550765825475E-5,0.0011594667968629032,1.739513607598548E-4,3.8420740660229716E-5,7.41302369308104E-5,3.2931518101241915E-5,3.077686068971836E-5,0.3022953187462425,0.0018500198660709555,2.1139972693749455E-5,3.499674472143731E-5,1.6704818752597938E-4,4.0872182428026086E-5,4.243093585691996E-4
6,-1.805281924379252E-4,-0.0013245082642242292,-1.1901204699359998E-5,-1.1726779647644842E-5,-7.112215502109368E-4,-0.003903706115390657,-8.832124849412499E-4,-3.338040969972692E-4,-6.444099793274015E-4,-9.305032040229482E-6,-2.47729936964451E-4,-3.36111703267707E-5,-1.125948078081321E-5,-1.3788020617277678E-5,-0.0016769370155612293,-1.5812438764441782E-5,-1.8829433925984644E-5,-7.030692446763564E-4,-1.133014539349556E-5,-1.3112433671361143E-4,-1.531612038862443E-5,-5.491110819384311E-7,-1.3086343037975413E-4,-3.9690543676773504E-5,-0.0161267421078267,-7.58844341897765E-6,1.0276091660996927,-9.944699830992809E-5,-1.5222263854229995E-5,-2.9593215711447627E-4
8,2.4417725463452715E-5,0.0011663002252882196,0.010077096272769471,1.064323576295169E-5,1.946216107200481E-5,2.205491257323259E-5,6.019747072232599E-4,1.0328422054570661E-4,0.004606590262825113,1.7088199807345212E-5,1.2843806476961734E-5,0.177098080587493,1.8170950958205933E-4,2.7213559508937305E-5,1.386407747163914E-5,0.0033901292621931075,9.322469745650726E-6,1.7182298664532876E-5,1.074628496811606E-5,1.4595224486718277E-5,0.002717080487005549,1.1839752475151373E-5,0.001968836125680779,1.4346416579122065E-5,0.3579584721012927,9.733419945989404E-6,1.4499587612498962E-5,0.0012863516070204864,0.005135168189517089,0.4334590733089491
9,7.170090826140075E-5,8.519708845890707E-6,5.718554191594972E-6,5.83295651101875E-6,6.490996365772951E-5,6.302691942913323E-6,3.265820062622326E-4,1.04398071571073E-5,6.799727915885664E-4,1.0479516460513774E-5,4.5630217830878994E-5,1.027319961031041E-5,7.185228990628459E-6,6.401386239573963E-4,7.597971437031992E-6,2.6624542528371154E-4,4.941682511444536E-6,1.167616064576502E-4,5.518646223650131E-6,7.775470401461342E-6,8.638518623846645E-6,6.579793552102212E-6,6.376764604910307E-6,6.164740548862468E-6,3.3025859210200327E-4,4.4431149999781585E-6,6.940990696671031E-6,3.22709262673063E-4,8.437836212829582E-6,0.9969969234084026
16,1.6735002954027263E-5,7.869733241408757E-4,1.96240096736577E-5,9.946479395688873E-6,0.0037237208516747882,0.003328025335153618,2.2441157312437952E-5,0.0010788131531789264,0.004947183140650671,1.8148300202560157E-5,1.2371209529483642E-5,0.001956733996746336,0.38476064678256416,0.0015950481617052943,0.002391687156935618,1.4564807217147698E-5,1.0429969154889961E-5,1.667878259109339E-5,6.9012300519791E-4,1.4239490368378512E-5,1.5904281421323916E-5,1.1132882926409259E-5,5.152971440614477E-4,0.0017138838052281572,9.818691193344938E-6,8.484399248466473E-6,1.4821939482857277E-5,0.0010826889282828404,1.4565367251296392E-5,0.5911992684445561
17,3.9712582328362855E-6,-1.2441518589069564E-6,5.198282700942822E-6,-1.1519470199790235E-4,0.9972721943799339,-1.0937534033083105E-6,-1.3591131841046785E-6,-3.95933148098869E-5,5.682139921580482E-4,-2.674065855809064E-6,-2.381918971550364E-6,-1.917252963305304E-6,-1.606838543872815E-6,-1.8946735038747004E-6,-1.9476022067972646E-6,1.4074558079100118E-5,-1.1640056133512274E-6,-8.488269487497321E-7,3.546539320331561E-5,-2.263036777737899E-6,-2.551715263054149E-4,-1.8356498389270562E-6,2.8750041161855138E-5,-4.015332577153921E-5,1.8022522539064286E-6,-9.345195961877114E-7,0.004343252284666933,-1.4733526812752058E-6,-2.4251719651155767E-6,-0.001795745639593324
21,3.9160538236865947E-4,2.740702974253599E-4,2.4577783397703476E-4,2.59834468418037E-4,0.0016702994483779512,2.336198579563277E-4,0.25219453315203366,2.4578804916600605E-4,3.98876081684953E-4,4.3097350202023904E-4,0.0010142424845637436,0.0017897750004362415,0.0015796764996445368,3.487557074849734E-4,3.4000358445178153E-4,3.884344350048324E-4,2.2106732952755707E-4,2.569131524969368E-4,2.4682066527247255E-4,3.452131452430515E-4,3.855997629128571E-4,2.935248339327521E-4,2.796730138555114E-4,0.0011804787868797337,0.7333272299024595,1.981284128337751E-4,3.1154342652015243E-4,4.743694471322657E-4,3.7729008609145776E-4,2.958822498278536E-4
32,8.553014755240139E-4,5.489370165219628E-4,4.946422753262385E-4,5.241341596361908E-4,6.053031162598785E-4,5.387315706498103E-4,0.0017716391242412449,4.756148899629318E-4,5.081588666021112E-4,9.637810916799709E-4,4.5565166415906765E-4,0.001822070802803423,6.597226531855262E-4,0.0011797421709213885,7.193507039005052E-4,7.659053737227955E-4,4.368713223279017E-4,5.078930857167509E-4,7.506438373575244E-4,7.331907180531985E-4,0.0015215536305027942,6.040511226896665E-4,5.698667166900601E-4,4.3198226513938573E-4,4.240938507556403E-4,3.85979976379491E-4,6.294266605723964E-4,0.0027011947480825374,0.9768471191370209,5.674459736146404E-4
33,5.41773313918154E-4,0.0015033615267948692,3.491068204885683E-4,3.604287703118925E-4,0.010366290724932444,0.46825563834303424,4.524599769696995E-4,0.13685336183057792,0.006820178484752024,5.963070338528615E-4,0.0017897522677975252,0.001474087246146223,0.31966185378142137,9.156203526723807E-4,0.0011312001613071122,4.934208954415362E-4,3.038518301123449E-4,3.823438166790001E-4,3.394138445179112E-4,4.7596039076193484E-4,5.328505832830678E-4,4.04099333541881E-4,0.0019182999159943976,6.954512062282014E-4,0.006159291902751947,2.723877443911584E-4,6.897942861770991E-4,0.02058506705793884,5.201736385187252E-4,0.01515617291868473
