Topic 00		25386.13324168084
	steel	1634.1249258688413
	wembley	1262.2834965834452
	ybguk	1207.9728091996722
	dolphin	1010.0198802821525
	hernandez	990.9609051621107
	enjoy	976.0921017929385
	jet	954.1283713220034
	miam	736.0329249535844
	liv	676.1933469878408
	york	606.4660577694649
	bil	600.7921110091303
	tri	560.4399219283971
	aaron	547.2644977983966
	pittsburgh	542.5409220121919
	entrepr	484.7207968833764
	buffalo	481.49633697191916
	jagu	438.589146773783
	auburn	369.5480256060621
	jacksonvil	362.8301220455885
	jur	339.99352414645546


Topic 01		50860.67027668825
	eagl	2658.461274876831
	hat	2526.6405754601246
	philadelph	2469.254827099956
	men	2050.538181194107
	sweatshirt	1997.970582840419
	siz	1646.0170952930366
	shirt	1327.9922989860252
	espn	1193.5318888459162
	sal	1165.232423732963
	larg	1085.021509729257
	apparel	1028.113175108856
	googl	952.1959871487352
	nwt	932.5037791091224
	yahoo	915.134051689859
	beany	911.0943410069535
	cap	880.1248269470864
	nik	877.7106683431607
	reebok	854.4924725668889
	knit	807.9201878582901
	jacket	778.3149845056225


Topic 02		49112.96799833194
	sunday	1070.5964198372426
	watch	1062.1358210944022
	day	1012.2242391877655
	tweet	812.345951025462
	today	727.2727025216268
	night	663.8857108545219
	gre	607.673245991722
	tim	535.3817523085596
	phoenix	477.259837721581
	read	471.0871306976376
	look	449.0688080939666
	party	442.6865535859739
	big	429.84470878231673
	tonight	412.2892129910998
	lov	411.7272006792557
	ready	400.533756245798
	https	399.5563011111719
	thank	387.6276055439995
	follow	364.41563418791844
	xlix	349.91081665111113


Topic 03		26308.42349737857
	lynch	3391.403650315122
	marshawn	2500.960833457614
	bear	1601.2501032664081
	chicago	1212.5684004380257
	fin	1051.490770316712
	med	1004.1477666297421
	marshawnlynch	893.8099605992512
	chicagobear	695.9312385194443
	beastmod	392.0188628398712
	sal	372.83926304423335
	hat	359.60718459857435
	day	315.3245759747957
	mod	304.886863245843
	beast	294.58612699860043
	grab	263.03754069801636
	talk	261.75287315897674
	wear	253.95960225074666
	googl	251.0835104092075
	gold	228.68857256301453
	gest	203.37137964443215


Topic 04		27846.46176778405
	sherm	1545.527189661673
	richard	1010.9406668582124
	coach	910.6794237611148
	defend	671.7129366575525
	hir	619.2309583317033
	nflextra	570.7579578769344
	edelm	518.9800290246711
	cart	483.89217851601586
	les	466.6730118588591
	raid	437.30006984220495
	coordin	408.92710198285255
	offend	401.84717310836294
	head	392.4000149687169
	jul	351.9816251688838
	lin	335.62651123490804
	son	328.29761499363985
	duron	325.95540020696956
	john	325.42460974647815
	cfl	320.27517674580525
	surgery	302.229895636817


Topic 05		33951.17783583127
	playoff	916.1283642837543
	conf	718.7855684065815
	champ	692.2779026617256
	report	528.6184697260787
	thoma	526.6234350403938
	video	514.9475633893732
	xlix	484.85417547391603
	press	392.14294867654513
	season	374.356536634235
	return	368.87940068205273
	earl	353.8946158312041
	stat	316.15622304303105
	predict	311.26576893430087
	lan	308.342167710976
	week	306.2606740565455
	off	305.1456747444006
	injury	297.2391434849368
	test	275.890266241396
	youtub	273.270295754564
	preview	264.1480297334515


Topic 06		28820.671397175785
	year	1252.4418839489535
	tex	985.9447610442892
	mvp	901.696434916985
	houston	764.1393923235444
	end	731.7305989651691
	defend	636.7247193173463
	wat	602.9043339344139
	season	521.1235686402938
	award	505.3728074977055
	rodg	488.6983362116016
	rob	488.62189581199544
	gronkowsk	466.79543569809266
	aaron	450.036809618819
	hon	371.73894939486917
	fin	369.65401020493414
	nam	330.75676583519845
	congr	298.8339020118675
	nflhonors	275.67054489418894
	man	274.5391327995646
	gronk	244.08579248968104


Topic 07		23160.754428745553  | Fitness and how players stay fit
	loss	985.3427303907088
	weight	894.813887620775
	healthc	890.996411365205
	fitspo	888.998041405647
	workout	690.9514139791057
	los	670.9123665115645
	best	434.278599831137
	just	420.5221410508185
	hom	417.23849093064575
	tombrady	395.82767039775854
	exerc	389.9861244526837
	shop	359.1480325709372
	left	354.7019515775931
	mean	345.0958261051236
	vict	334.82683721416095
	eliman	323.0967476167392
	getfit	318.99891367563737
	tip	266.8783620411766
	repair	250.7605404308
	repairshop	245.99970553795038


Topic 08		32055.584717396345
	tom	1308.8286166278722
	pat	1293.2953749703606
	newenglandpatriot	857.1288403539767
	tombrady	768.9265536585995
	champ	661.5826678061972
	newengland	586.7245414288952
	patsn	527.8501463568731
	patriotsn	503.6780329523522
	gop	457.62835070853697
	seattleseahawk	431.5636589350635
	afcchamp	394.8777295022676
	che	349.1701723751169
	touchdown	344.4859337098584
	tim	316.77228539568875
	afc	314.1375531266266
	parad	312.33320298256206
	blount	283.59558340843114
	gopatriot	268.734012575492
	xlix	267.15601863645077
	let	266.41704323346914


Topic 09		28783.899029874414 | Autographs and collectables of stars
	man	3112.4928795195915
	peyton	2832.9210527992336
	indianapol	2228.2698331473075
	peytonman	2013.9531218990235
	autograph	1476.8953929817997
	liv	1079.9407296151307
	denv	978.3599198951407
	watch	945.3671211652529
	sign	847.2741003973493
	onlin	686.4362290752297
	bestsel	658.7450102677999
	stream	632.2068382477327
	origin	623.1486425020713
	collect	345.938846588894
	andrewluck	335.40469685152385
	denverbronco	298.8671422925912
	coa	290.2910706765875
	photo	223.71771120217468
	helmet	221.46053581824862
	fox	216.4840365410144


Topic 10		38959.689128900696
	los	1949.571912780155
	que	1703.1165155704628
	del	956.7406528572187
	par	867.9768456646153
	giv	677.9535561470692
	col	671.2458663436245
	away	666.3607036606114
	fre	639.8834481837034
	por	626.9238577295055
	sweepstak	613.8552967744507
	softstarsho	603.9992514953201
	est	498.9209242179179
	wit	484.4339947361908
	fin	326.3360684949765
	gan	287.2389904435829
	partido	276.99635959448784
	todo	274.3406978123166
	easy	267.9706019114382
	las	261.34949343802987
	replac	259.3622941147594


