Topic 00		32704.102850279556
	real	811.9548583850286
	fuck	671.9134843105612
	shit	557.6767875583703
	new	484.106503388474
	thing	466.9117137147988
	gon	459.3190033871829
	nbc	444.44590326203263
	lol	444.24920760657744
	ass	439.31586577308417
	know	414.20760056934273
	man	391.5890799879275
	world	380.01438431430375
	superbow	353.85740823703225
	trail	347.4757468004583
	went	346.6339605792665
	seen	337.45102485706235
	movy	329.093727576379
	right	319.5832474300353
	best	279.979401394706
	thought	267.9963730243851


Topic 01		48272.70327415319 | teams, fans, cheering
	team	2303.7918381263707
	good	1962.8968221563584
	fan	1871.415914532721
	hop	1080.9343104118136
	tonight	1026.6063188290177
	today	974.3336465603259
	pat	968.5517028233223
	gre	840.6813928648262
	real	772.8279425772341
	going	744.0311011889668
	feel	727.2477706123437
	seattl	725.6487561360843
	best	698.5579419675767
	won	665.6308637055586
	los	651.1930846886398
	hat	631.3235294486823
	che	628.7717408786511
	root	609.0155585589853
	gon	598.181466597688
	way	591.5837088037149


Topic 02		30441.17286664733
	tweet	1223.1029566556072
	twit	1140.7264039960646
	nat	1105.9388195969939
	anthem	927.9301002267798
	idinamenzel	674.3436343707199
	soc	586.8519065533904
	med	570.1653190731673
	mil	530.6621785204167
	idin	480.9245903167209
	sing	428.96784470734997
	menzel	387.89915085146197
	new	335.53526543717567
	brand	321.84856572388713
	follow	307.6131614542385
	view	307.4171539626938
	market	272.22067953670967
	xlix	234.09857086757802
	post	231.7385762249728
	hasht	227.99389691558514
	did	225.0257854538869


Topic 03		18363.04348422538
	lan	647.8692584793555
	les	462.96786687514054
	jeremy	461.989701779828
	arm	348.9381657239483
	goodel	325.64736113421714
	injury	287.4970297249503
	return	266.920509003144
	pour	265.6906656582218
	sur	259.46137460130717
	rog	248.69361351380604
	fin	242.034377121584
	interview	216.82646120002374
	nbc	211.43630927259025
	tom	202.45497764875822
	des	165.1733031080348
	interceiv	164.42701482585818
	nevsse	162.0724238161047
	match	149.89191746860226
	doubt	144.29535002668393
	pas	140.13392402069624


Topic 04		28821.886850729497
	pet	1514.9860367735137
	carrol	1414.5532750913594
	beastmod	897.648897815302
	moneylynch	650.178121926896
	coach	628.6553475559438
	hawk	613.8922783394132
	lov	513.6303578802186
	beast	502.76725073673595
	seattl	479.27063550781804
	lob	457.62832272468324
	fin	450.2201323107057
	mod	447.2685867727496
	dangerusswilson	442.38271351925306
	ready	422.5672439996637
	petecarrol	395.22683200136373
	day	387.9844213398811
	seavsn	333.2224959869184
	repet	329.59090760791236
	nevsse	318.2565168715616
	get	284.0441510923151


Topic 05		26220.306314801033
	footbal	1173.7894939800976
	com	877.789253920761
	hour	763.6758388644496
	wait	638.8928926959505
	field	496.90252656781405
	start	450.18282894652185
	kickoff	398.9770566219556
	day	384.2143108599258
	long	382.5151346470617
	minut	339.8276171783785
	liam	331.90694529378294
	ticket	328.1815061087911
	away	320.45328578913904
	tak	295.0875250212245
	going	294.71495377612234
	seattleseahawk	294.1668074355147
	til	286.2970583503991
	sport	282.23924364949875
	neeson	278.98012876817745
	excit	266.0924201070448


Topic 06		34748.22892091209 | Halftime entertainment
	missy	1987.9221463240501
	elliot	1412.97719687875
	perry	1364.7896074076211
	missyelliot	1265.0237435060465
	perform	1129.4412722641418
	halftimeshow	1042.4840224776822
	lenny	936.6642733957035
	lov	732.103223537749
	kravitz	725.8984362369944
	best	723.3034808001569
	half	607.2635467199243
	song	534.0594663745808
	amaz	529.6839397967344
	lennykravitz	525.8786878381608
	girl	431.4365754907112
	mus	406.729203978525
