Topic 00		549.3249333628914
	lik	68.03504923133022
	che	44.47254152943319
	start	37.7607773581255
	war	25.042352487810724
	result	24.6709835259829
	revolv	23.99903096302017
	meric	23.901501937449172
	guerill	22.999762209582126
	red	13.962915062419086
	whit	13.755005435301253
	blu	13.168077854659094
	mom	9.013642922422061
	basebal	6.736775214276291
	tomorrow	5.591618280311682
	shirt	5.168196566474551
	fight	5.14099744611072
	wak	5.056533437750279
	pop	4.9018659716433906
	mind	4.884444136316697
	yank	4.653115384871875


Topic 01		803.2210724081027   | Celebrity sightings
	lov	51.56042271681749
	katyperry	42.78757341518168
	halftim	19.761951863638124
	chrisevans	19.61595519462802
	sing	17.97529740618132
	bet	17.739748380582277
	prattprattprat	16.986533808359997
	nat	15.960527221590148
	katyperrysuperbowl	15.303310494542394
	half	14.927025733151712
	halftimeshow	13.664500924229838
	sbmediaday	13.649224887834485
	anthem	12.98436992288293
	missyelliot	12.970698474391394
	commerc	12.906239956945383
	americ	11.956460533499072
	favorit	11.925687247942005
	mom	11.925578642032688
	captain	11.764228324162914
	look	10.552081885865547


Topic 02		886.3805187429612
	want	44.48066129909681
	peopl	31.41045123036471
	going	29.22696990917084
	think	28.652773363225304
	real	27.288340741815603
	lol	22.622419598735334
	say	20.66667437877041
	mean	18.60067752641227
	guy	17.506823833010174
	omg	17.208188042796387
	car	16.368848236203156
	doe	15.784983983881549
	shit	12.988185156450886
	nee	12.746531450606568
	tweet	11.84423290824932
	help	11.640071111723518
	interceiv	11.54613211101261
	happy	11.54140473128971
	wish	11.280858163010045
	sbxlix	10.900996911330228


Topic 03		836.7405296106768
	katy	42.89006030408618
	perry	39.30541793589624
	pra	39.085898397876505
	meu	27.67733878306788
	jogo	21.365834989720863
	muito	20.471668558582547
	tem	18.879884389371245
	aind	15.767661417160527
	pro	15.259756561392244
	mas	15.064009991226069
	torcendo	14.004455079336127
	sou	12.94004434764367
	agor	12.188615147988424
	ness	11.87431216703159
	pack	10.98666673557641
	bom	10.969539994889963
	gobrady	9.605126857075936
	espntemfinaisnfl	9.446301385704313
	dema	8.983535979386078
	cas	8.96030455982196


Topic 04		739.6621268144155  | A prior match 
	champ	80.15185094124992
	colt	71.21130253059309
	afc	61.51304746379884
	afcchamp	21.077481092177024
	nflplayoffs	20.51836241738355
	gillettestad	16.009169349605447
	indvsn	15.340339508329967
	god	14.656973274171122
	patriotsvscolt	14.231232495391346
	indianapol	12.698387181216592
	beat	12.661691296512263
	snf	11.999356972138887
	ind	11.993627199868904
	caus	11.302330603629333
	qtr	11.162109897370588
	thank	9.972434972697751
	miss	9.871434499686746
	sunday	9.249625194892442
	twit	7.388390161313095
	start	6.973906523336121


Topic 05		949.2960486385939
	good	91.88033882618518
	luck	51.21902164646491
	tonight	50.37255277424651
	night	36.7521653892899
	guy	36.65352964487534
	know	26.214293010300615
	got	25.68991511695745
	gon	23.683417132369385
	defens	17.886428224689734
	man	17.455331520498987
	play	16.86899539493572
	job	16.8453495196285
	party	16.705824322751255
	hey	16.579953986518813
	did	16.17856107322983
	beat	13.950114547656101
	boy	13.628027902298967
	work	11.748545772504546
	hom	10.17432960974763
	bring	9.75881871419065


Topic 06		715.892020523917
	fan	74.98897389674931
	footbal	57.80965444849783
